accession,serotype,year,year_basis,collection_date,first_public,host,strain,isolate,base_count,study_accession,source
KY851734,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/098/2012,1983,,ENA portal API
KY851743,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/466/2012,1983,,ENA portal API
KY851744,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/467/2012,1983,,ENA portal API
KY851745,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/468/2012,1983,,ENA portal API
KY851746,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/469/2012,1983,,ENA portal API
KY851747,DENV-4,2012,collected,2012,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/470/2012,1983,,ENA portal API
KY882502,DENV-1,2012,collected,2012,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/438/2012,1866,,ENA portal API
KY882506,DENV-1,2012,collected,2012,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/431/2012,1866,,ENA portal API
KY882507,DENV-1,2012,collected,2012,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/432/2012,1866,,ENA portal API
KY882512,DENV-1,2012,collected,2012,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/439/2012,1866,,ENA portal API
KY882513,DENV-1,2012,collected,2012,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/440/2012,1866,,ENA portal API
LC148027,DENV-1,2012,collected,2012,2016-12-02,Homo sapiens,D1/Hu/Philippines/NIID05/2012,,1485,,ENA portal API
MF094190,DENV-3,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-027,1588,,ENA portal API
MF094191,DENV-3,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-972,1657,,ENA portal API
MF094241,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12-SLMC-243,1621,,ENA portal API
MF094243,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12DNE-006,1633,,ENA portal API
MF094244,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-033,1600,,ENA portal API
MF094245,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-072,1607,,ENA portal API
MF094246,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-1093,1604,,ENA portal API
MF094247,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-1251,1551,,ENA portal API
MF094248,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-1390,1620,,ENA portal API
MF094249,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-1394,1611,,ENA portal API
MF094250,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC-289C,1605,,ENA portal API
MF094251,DENV-1,2012,collected,2012,2024-01-23,Homo sapiens,,12SLMC982B-1,1554,,ENA portal API
MT832035,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_3_cp1,10179,,ENA portal API
MT832036,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_3,10179,,ENA portal API
MT832037,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_4_cp1,10179,,ENA portal API
MT832038,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_4,10179,,ENA portal API
MT832039,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_6_cp1,10179,,ENA portal API
MT832040,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_6,10179,,ENA portal API
MT832041,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_7_cp1,10179,,ENA portal API
MT832042,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_7,10179,,ENA portal API
MT832049,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_1_cp1,10179,,ENA portal API
MT832050,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_1,10179,,ENA portal API
MT832051,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_5_cp1,10179,,ENA portal API
MT832052,DENV-1,2012,collected,2012,2021-01-18,Homo sapiens,,AB204803_D1_5,10179,,ENA portal API
PZ454034,DENV-1,2012,collected,2012-11-27,2026-06-01,Homo sapiens,16683,16683-0-1,10102,,ENA portal API
KT750005,DENV-4,2013,collected,2013,2017-11-20,Homo sapiens,,Philippines 2013a,1485,,ENA portal API
KT750006,DENV-4,2013,collected,2013,2017-11-20,Homo sapiens,,Philippines 2013b,1485,,ENA portal API
KT758766,DENV-3,2013,collected,2013,2017-11-20,Homo sapiens,,Philippines 2013,1479,,ENA portal API
KT825007,DENV-1,2013,collected,2013,2017-11-20,Homo sapiens,,Philippines 2013,1485,,ENA portal API
KU509315,DENV-1,2013,collected,2013,2017-01-27,Homo sapiens,DENV1-1301,,1485,,ENA portal API
KY818119,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/378/2013,1983,,ENA portal API
KY818121,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/381/2013,1983,,ENA portal API
KY818123,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/418/2013,1983,,ENA portal API
KY818126,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/421/2013,1983,,ENA portal API
KY818127,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/422/2013,1983,,ENA portal API
KY818128,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/423/2013,1983,,ENA portal API
KY818173,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/367/2013,1983,,ENA portal API
KY818174,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/368/2013,1983,,ENA portal API
KY818176,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/370/2013,1983,,ENA portal API
KY818177,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/371/2013,1983,,ENA portal API
KY818178,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/372/2013,1983,,ENA portal API
KY818179,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/373/2013,1983,,ENA portal API
KY818184,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/393/2013,1983,,ENA portal API
KY818187,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/396/2013,1983,,ENA portal API
KY818188,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/397/2013,1983,,ENA portal API
KY818193,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/402/2013,1983,,ENA portal API
KY818194,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/403/2013,1983,,ENA portal API
KY818196,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/405/2013,1983,,ENA portal API
KY818197,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/406/2013,1983,,ENA portal API
KY818198,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/407/2013,1983,,ENA portal API
KY818200,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/409/2013,1983,,ENA portal API
KY818201,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/410/2013,1983,,ENA portal API
KY818202,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/411/2013,1983,,ENA portal API
KY818203,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/412/2013,1983,,ENA portal API
KY818205,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/414/2013,1983,,ENA portal API
KY818208,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/659/2013,1983,,ENA portal API
KY851401,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/017/2013,1983,,ENA portal API
KY851402,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/020/2013,1983,,ENA portal API
KY851403,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/021/2013,1983,,ENA portal API
KY851404,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/027/2013,1983,,ENA portal API
KY851405,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/028/2013,1983,,ENA portal API
KY851406,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/029/2013,1983,,ENA portal API
KY851407,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/030/2013,1983,,ENA portal API
KY851408,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/031/2013,1983,,ENA portal API
KY851409,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/032/2013,1983,,ENA portal API
KY851410,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/033/2013,1983,,ENA portal API
KY851411,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/043/2013,1983,,ENA portal API
KY851412,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/044/2013,1983,,ENA portal API
KY851413,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/045/2013,1983,,ENA portal API
KY851415,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/047/2013,1983,,ENA portal API
KY851416,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/048/2013,1983,,ENA portal API
KY851417,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/049/2013,1983,,ENA portal API
KY851418,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/050/2013,1983,,ENA portal API
KY851419,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/052/2013,1983,,ENA portal API
KY851420,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/053/2013,1983,,ENA portal API
KY851421,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/054/2013,1983,,ENA portal API
KY851422,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/055/2013,1983,,ENA portal API
KY851423,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/056/2013,1983,,ENA portal API
KY851424,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/057/2013,1983,,ENA portal API
KY851425,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/058/2013,1983,,ENA portal API
KY851436,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/312/2013,1983,,ENA portal API
KY851504,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/026/2013,1983,,ENA portal API
KY851505,DENV-2,2013,collected,2013,2017-08-18,Homo sapiens,,DV2/PHILIPPINES/051/2013,1983,,ENA portal API
KY851666,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/109/2013,1983,,ENA portal API
KY851668,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/111/2013,1983,,ENA portal API
KY851669,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/112/2013,1983,,ENA portal API
KY851670,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/113/2013,1983,,ENA portal API
KY851725,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/089/2013,1983,,ENA portal API
KY851726,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/090/2013,1983,,ENA portal API
KY851727,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/091/2013,1983,,ENA portal API
KY851728,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/092/2013,1983,,ENA portal API
KY851729,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/093/2013,1983,,ENA portal API
KY851731,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/095/2013,1983,,ENA portal API
KY851732,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/096/2013,1983,,ENA portal API
KY851733,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/097/2013,1983,,ENA portal API
KY851735,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/099/2013,1983,,ENA portal API
KY851736,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/100/2013,1983,,ENA portal API
KY851737,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/101/2013,1983,,ENA portal API
KY851738,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/102/2013,1983,,ENA portal API
KY851739,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/103/2013,1983,,ENA portal API
KY851740,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/104/2013,1983,,ENA portal API
KY851741,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/105/2013,1983,,ENA portal API
KY851742,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/106/2013,1983,,ENA portal API
KY882508,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/433/2013,1866,,ENA portal API
KY882509,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/434/2013,1866,,ENA portal API
KY882510,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/435/2013,1866,,ENA portal API
KY882511,DENV-1,2013,collected,2013,2017-08-18,Homo sapiens,,DV1/PHILIPPINES/437/2013,1866,,ENA portal API
KY882547,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/108/2013,1976,,ENA portal API
KY882554,DENV-4,2013,collected,2013,2017-08-18,Homo sapiens,,DV4/PHILIPPINES/107/2013,1929,,ENA portal API
MT832032,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_11,10179,,ENA portal API
MT832043,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_8_cp1,10179,,ENA portal API
MT832044,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_8,10179,,ENA portal API
MT832045,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_9_cp1,10179,,ENA portal API
MT832046,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_9,10179,,ENA portal API
MT832047,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_10_cp1,10179,,ENA portal API
MT832048,DENV-1,2013,collected,2013,2021-01-18,Homo sapiens,,AB204803_D1_10,10179,,ENA portal API
MT832055,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KU509277_D2_1_cp1,10176,,ENA portal API
MT832056,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KU509277_D2_1,10176,,ENA portal API
MT832061,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_1_cp1,10176,,ENA portal API
MT832062,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_1,10072,,ENA portal API
MT832063,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_2_cp1,10176,,ENA portal API
MT832064,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_2,10072,,ENA portal API
MT832067,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_4_cp1,10176,,ENA portal API
MT832068,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_4,10072,,ENA portal API
MT832069,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_5_cp1,10176,,ENA portal API
MT832070,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_5,10072,,ENA portal API
MT832071,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_6_cp1,10176,,ENA portal API
MT832072,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_6,10176,,ENA portal API
MT832073,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_7_cp1,10176,,ENA portal API
MT832074,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_7,10176,,ENA portal API
MT832075,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_8_cp1,10176,,ENA portal API
MT832076,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_8,10176,,ENA portal API
MT832077,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_9_cp1,10176,,ENA portal API
MT832078,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_9,10176,,ENA portal API
MT832079,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_10_cp1,10176,,ENA portal API
MT832080,DENV-2,2013,collected,2013,2021-01-18,Homo sapiens,,KM279601_D2_10,10176,,ENA portal API
KJ188199,DENV-4,2014,published,,2014-03-05,Homo sapiens,D13467,,806,,ENA portal API
KP979770,DENV-2,2014,collected,2014,2015-10-11,,,PHRA1AD2E/2014,416,,ENA portal API
KP979771,DENV-2,2014,collected,2014,2015-10-11,,,PHRA1DD2E/2014,1486,,ENA portal API
KP979772,DENV-2,2014,collected,2014,2015-10-11,,,PHRA1JD2E/2014,1486,,ENA portal API
KT033717,DENV-2,2014,collected,2014,2015-12-08,,,PHRA1D/2014,387,,ENA portal API
KT033718,DENV-2,2014,collected,2014,2015-12-08,,,PHRA1J/2014,421,,ENA portal API
KT070876,DENV-4,2014,collected,2014,2015-11-19,,,PHRA1BD4/2014,325,,ENA portal API
KT070877,DENV-4,2014,collected,2014,2015-11-19,,,PHR2A6D4/2014,325,,ENA portal API
KT070878,DENV-4,2014,collected,2014,2015-11-19,,,PHR3C10D4/2014,325,,ENA portal API
KT070879,DENV-4,2014,collected,2014,2015-11-19,,,PHR8A7D4/2014,325,,ENA portal API
KT175096,DENV-1,2014,collected,2014,2016-03-26,Homo sapiens,D1/Philippines/1401aTw,,1485,,ENA portal API
KT175097,DENV-1,2014,collected,2014,2016-03-26,Homo sapiens,D1/Philippines/1402aTw,,1485,,ENA portal API
KT175098,DENV-1,2014,collected,2014,2016-03-26,Homo sapiens,D1/Philippines/1406aTw,,1485,,ENA portal API
KT175099,DENV-1,2014,collected,2014,2016-03-26,Homo sapiens,D1/Philippines/1408aTw,,1485,,ENA portal API
KT175126,DENV-2,2014,collected,2014,2016-03-26,Homo sapiens,D2/Philippines/1410aTw,,1485,,ENA portal API
KT175127,DENV-2,2014,collected,2014,2016-03-26,Homo sapiens,D2/Philippines/1410bTw,,1485,,ENA portal API
KT758781,DENV-3,2014,collected,2014,2017-11-20,Homo sapiens,,Philippines 2014,1479,,ENA portal API
KT781564,DENV-2,2014,collected,2014,2017-11-20,Homo sapiens,,Philippines 2014a,1485,,ENA portal API
KT806319,DENV-2,2014,collected,2014,2017-11-20,Homo sapiens,,Philippines 2014b,1485,,ENA portal API
LC831865,DENV-1,2014,collected,2014-10,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdi-14-051,,1485,,ENA portal API
LC831866,DENV-1,2014,collected,2014-11,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdi-14-054,,1485,,ENA portal API
LC831867,DENV-1,2014,collected,2014-12,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdi-14-063,,1485,,ENA portal API
LC831868,DENV-1,2014,collected,2014-06,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-062,,1485,,ENA portal API
LC831869,DENV-1,2014,collected,2014-07,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-100,,1485,,ENA portal API
LC831870,DENV-1,2014,collected,2014-07,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-108,,1485,,ENA portal API
LC831871,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-122,,1485,,ENA portal API
LC831872,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-133,,1485,,ENA portal API
LC831873,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-138,,1485,,ENA portal API
LC831874,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-143,,1485,,ENA portal API
LC831875,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-146,,1485,,ENA portal API
LC831876,DENV-1,2014,collected,2014-08,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-147,,1485,,ENA portal API
LC831877,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-150,,1485,,ENA portal API
LC831878,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-151,,1485,,ENA portal API
LC831879,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-152,,1485,,ENA portal API
LC831880,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-156,,1485,,ENA portal API
LC831881,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-157,,1485,,ENA portal API
LC831882,DENV-1,2014,collected,2014-09,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-167,,1485,,ENA portal API
LC831883,DENV-1,2014,collected,2014-10,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-224,,1485,,ENA portal API
LC831884,DENV-1,2014,collected,2014-10,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-232,,1485,,ENA portal API
LC831885,DENV-1,2014,collected,2014-10,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-234,,1485,,ENA portal API
LC831886,DENV-1,2014,collected,2014-11,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-263,,1485,,ENA portal API
LC831887,DENV-1,2014,collected,2014-11,2025-12-06,homo sapiens,DENV1/PHL/2014/Tdo-14-290,,1485,,ENA portal API
MT832053,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KU517847_D2_1_cp1,10176,,ENA portal API
MT832054,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KU517847_D2_1,10176,,ENA portal API
MT832059,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KU509277_D2_2_cp1,10176,,ENA portal API
MT832060,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KU509277_D2_2,10176,,ENA portal API
MT832065,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KM279601_D2_3_cp1,10176,,ENA portal API
MT832066,DENV-2,2014,collected,2014,2021-01-18,Homo sapiens,,KM279601_D2_3,10081,,ENA portal API
KM190937,DENV-3,2015,published,1964,2015-06-02,Homo sapiens,,VIROAF7,10267,,ENA portal API
KM519588,unspecified,2015,published,1964,2015-11-10,,16562,,236,,ENA portal API
KR011349,DENV-4,2015,published,28-Aug-1956,2015-09-26,Homo sapiens,H241,,10664,,ENA portal API
KT781571,DENV-2,2015,collected,2015,2017-11-20,Homo sapiens,,Philippines 2015,1485,,ENA portal API
KT825075,DENV-3,2015,collected,2015,2017-11-20,Homo sapiens,,Philippines 2015,1479,,ENA portal API
KU050695,DENV-3,2015,published,1956,2015-12-17,Homo sapiens,H87,,10696,,ENA portal API
KU509297,DENV-4,2015,collected,2015,2017-01-27,Homo sapiens,DENV4-15983,,1485,,ENA portal API
LC553202,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-193,,1485,,ENA portal API
LC553203,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-199,,1122,,ENA portal API
LC553204,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-200,,1485,,ENA portal API
LC553205,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-220,,1485,,ENA portal API
LC553206,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-223,,1485,,ENA portal API
LC553207,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-227,,1485,,ENA portal API
LC553208,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-228,,1485,,ENA portal API
LC553209,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-232,,671,,ENA portal API
LC553210,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-246,,662,,ENA portal API
LC553211,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-248,,668,,ENA portal API
LC553212,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-253,,1485,,ENA portal API
LC553213,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-263,,1485,,ENA portal API
LC553214,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-273,,1485,,ENA portal API
LC553215,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-277,,1093,,ENA portal API
LC553216,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-278,,1485,,ENA portal API
LC553217,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-279,,1485,,ENA portal API
LC553218,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-284,,1485,,ENA portal API
LC553219,DENV-1,2015,collected,2015-08,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-288,,1160,,ENA portal API
LC553220,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-304,,1485,,ENA portal API
LC553221,DENV-1,2015,collected,2015-09,2020-12-11,homo sapiens,DENV1/PHL/2015/Tdo-15-306,,1485,,ENA portal API
